run_id,run_name,start_time,offline_accuracy,online_accuracy,decay_accuracy,offline_error_rate,offline_fpr,offline_fnr,adv_robust_rate,adv_error_rate,drift_robust_rate,drift_error_rate,ood_error_rate,ood_wrong_count,noise_robust_accuracy,noise_robust_error_rate,fairness_pass_rate,fairness_error_rate
471885683f2b45acbb8eab522cc7a600,OOD测试_做工粗糙不好用,2026-06-10 11:30:04,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,7.0,nan,nan,nan,nan
58756e498ee14ed09a8c0ae3d4e7aa9c,OOD测试_画面清晰体验不错,2026-06-10 11:30:05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,7.0,nan,nan,nan,nan
68f002e46aa84a6280f21f01214fd1b6,OOD测试_卡顿频繁不推荐,2026-06-10 11:30:06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,7.0,nan,nan,nan,nan
41cf212f83d745c9a28cf5aa11f1c469,对抗注入_这款手机性价比很高,2026-06-10 13:58:00,nan,nan,nan,nan,nan,nan,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan
ba8e1b225f6a4da6a05b6f0ead9135cd,对抗注入_做工粗糙不好用,2026-06-10 13:58:02,nan,nan,nan,nan,nan,nan,0.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
c145433548d54a5ea6c945aaa2d8475b,对抗注入_画面清晰体验不错,2026-06-10 13:58:05,nan,nan,nan,nan,nan,nan,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan
ca4ac151966b4b67b933e5b38ee5d26c,对抗注入_卡顿频繁不推荐,2026-06-10 13:58:09,nan,nan,nan,nan,nan,nan,0.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
dd97a0fd212d439bb13df27c818a670b,数据漂移测试_这款手机性价比很高,2026-06-10 13:58:11,nan,nan,nan,nan,nan,nan,nan,nan,0.5714,0.4286,nan,nan,nan,nan,nan,nan
57eb604b389b4256b32f7840ba3c7d59,数据漂移测试_做工粗糙不好用,2026-06-10 13:58:12,nan,nan,nan,nan,nan,nan,nan,nan,0.4286,0.5714,nan,nan,nan,nan,nan,nan
c7b5afaae2894faaa9030165ee5fc70b,数据漂移测试_画面清晰体验不错,2026-06-10 13:58:14,nan,nan,nan,nan,nan,nan,nan,nan,0.5714,0.4286,nan,nan,nan,nan,nan,nan
d0f675ce6df74e53935fd210ea44ece7,数据漂移测试_卡顿频繁不推荐,2026-06-10 13:58:15,nan,nan,nan,nan,nan,nan,nan,nan,0.4286,0.5714,nan,nan,nan,nan,nan,nan
6a4625620992409bb13dac6e1b59e572,公平性测试_这款手机性价比很高,2026-06-10 13:58:16,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.0
20f2e5eed4c6439982ffa5a8a6e42d0c,公平性测试_做工粗糙不好用,2026-06-10 13:58:18,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,1.0
32d2c55030fb4041a280a429e05c0991,公平性测试_画面清晰体验不错,2026-06-10 13:58:19,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.0
dfd62896a24048788a40a61e65d89a0a,公平性测试_卡顿频繁不推荐,2026-06-10 13:58:21,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,1.0
62fbeed174514502a4a08f36d0a5b6b1,脏输入测试_这款手机性价比很高,2026-06-10 13:58:22,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5714,0.4286,nan,nan
37b1f3e9258d4facac01245fd8070d31,脏输入测试_做工粗糙不好用,2026-06-10 13:58:24,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.4286,0.5714,nan,nan
